codigo,tipo,descricao,cidade,estado,data,ano,hora,aeronave_liberada,status_investigacao,aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_tipo,aeronave_fabricante,motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_fase_operacao,aeronave_nivel_dano
53212,INCIDENTE,ESTOURO DE PNEU,JUNDIAÍ,SP,2015-03-28,2015,17:32:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1984,BRASIL,TÁXI,NENHUM
53213,INCIDENTE,ESTOURO DE PNEU,JUNDIAÍ,SP,2015-03-28,2015,15:51:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1978,BRASIL,DECOLAGEM,NENHUM
53215,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE,MG,2015-04-03,2015,12:15:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,DASSAULT AVIATION,JATO,BIMOTOR,13,2010,BRASIL,TÁXI,NENHUM
53222,ACIDENTE,FALHA DO MOTOR EM VOO,OURILÂNDIA DO NORTE,PA,2015-04-26,2015,15:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1976,BRASIL,APROXIMAÇÃO FINAL,SUBSTANCIAL
53223,ACIDENTE,PERDA DE CONTROLE NO SOLO,PINDORAMA,SP,2015-04-22,2015,12:45:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,2005,BRASIL,DECOLAGEM,SUBSTANCIAL
53224,ACIDENTE,FALHA DO MOTOR EM VOO,CATANDUVA,SP,2015-04-16,2015,20:45:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,2,1964,BRASIL,CIRCUITO DE TRÁFEGO,SUBSTANCIAL
53225,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPINA GRANDE DO SUL,PR,2015-04-05,2015,11:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,3,1990,BRASIL,POUSO,SUBSTANCIAL
53226,INCIDENTE,ESTOURO DE PNEU,MARABÁ,PA,2015-02-05,2015,17:55:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,11,1993,BRASIL,POUSO,NENHUM
53227,INCIDENTE,ESTOURO DE PNEU,FLORIANÓPOLIS,SC,2015-04-02,2015,01:10:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1972,BRASIL,TÁXI,NENHUM
53228,INCIDENTE,ESTOURO DE PNEU,FLORIANÓPOLIS,SC,2015-04-06,2015,20:24:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,6,1979,BRASIL,TÁXI,LEVE
53229,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CABO FRIO,RJ,2015-04-20,2015,10:20:00,INDETERMINADO,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,22,2009,BRASIL,SUBIDA,NENHUM
53230,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO GRANDE,MS,2015-04-10,2015,00:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,5,1979,BRASIL,DECOLAGEM,NENHUM
53231,ACIDENTE,PERDA DE CONTROLE EM VOO,CONFRESA,MT,2015-04-23,2015,12:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1976,BRASIL,MANOBRA,SUBSTANCIAL
53232,ACIDENTE,FALHA DO MOTOR EM VOO,TIETÊ,SP,2015-05-01,2015,20:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AMERICAN CHAMPION,PISTÃO,MONOMOTOR,2,1997,BRASIL,CIRCUITO DE TRÁFEGO,SUBSTANCIAL
53233,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PALMAS,TO,2015-04-15,2015,19:31:00,SIM,FINALIZADA,1,SIM,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1999,BRASIL,CORRIDA APÓS POUSO,SUBSTANCIAL
53234,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,2015-04-10,2015,12:10:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,PISTÃO,MONOMOTOR,2,2012,BRASIL,DESCIDA,LEVE
53235,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,2015-04-21,2015,13:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,AVENOR AUGUSTO MONTANDON,PISTÃO,MONOMOTOR,2,2010,BRASIL,DECOLAGEM,SUBSTANCIAL
53236,ACIDENTE,FALHA DO MOTOR EM VOO,QUIRINÓPOLIS,GO,2015-04-21,2015,19:30:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2005,BRASIL,APROXIMAÇÃO FINAL,SUBSTANCIAL
53237,ACIDENTE,PERDA DE CONTROLE EM VOO,ARARAQUARA,SP,2015-04-28,2015,21:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2006,BRASIL,DESCIDA,SUBSTANCIAL
53238,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SERRA,ES,2015-03-13,2015,11:30:00,INDETERMINADO,FINALIZADA,1,NÃO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,6,1998,BRASIL,PAIRADO,LEVE
53239,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TABOÃO DA SERRA,SP,2015-04-24,2015,17:00:00,INDETERMINADO,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,2004,BRASIL,CRUZEIRO,NENHUM
53240,INCIDENTE,ESTOURO DE PNEU,UBERABA,MG,2015-04-28,2015,00:59:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,6,1986,BRASIL,POUSO,NENHUM
53241,INCIDENTE,ESTOURO DE PNEU,JUNDIAÍ,SP,2015-05-02,2015,14:25:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,6,1988,BRASIL,CORRIDA APÓS POUSO,NENHUM
53247,INCIDENTE,FALHA DO MOTOR EM VOO,FORTALEZA,CE,2015-05-04,2015,18:48:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,172,2015,BRASIL,SUBIDA,NENHUM
53248,INCIDENTE,COLISÃO COM AVE,FORTALEZA,CE,2015-05-03,2015,15:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2012,BRASIL,DECOLAGEM,LEVE
53254,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CAMBARÁ,PR,2015-05-20,2015,14:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1,1966,BRASIL,VOO A BAIXA ALTURA,SUBSTANCIAL
53255,ACIDENTE,INDETERMINADO,NOVO PROGRESSO,PA,2015-05-09,2015,17:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1976,BRASIL,INDETERMINADA,DESTRUÍDA
53256,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CAMPO MOURÃO,PR,2015-05-17,2015,18:15:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,5,2013,BRASIL,CRUZEIRO,SUBSTANCIAL
53257,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,2015-05-17,2015,17:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,MAULE AIRCRAFT,PISTÃO,MONOMOTOR,4,1990,BRASIL,POUSO,SUBSTANCIAL
53258,ACIDENTE,FALHA DO MOTOR EM VOO,PARECI NOVO,RS,2015-05-09,2015,14:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,AVIÃO,INDETERMINADO,PISTÃO,MONOMOTOR,2,2005,BRASIL,CRUZEIRO,SUBSTANCIAL
53259,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,VARGEM BONITA,MG,2015-05-02,2015,10:43:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,ESC RIB PRET DE PIL VEIC AUTOPROPULSADO,PISTÃO,MONOMOTOR,2,2011,BRASIL,CRUZEIRO,DESTRUÍDA
53260,ACIDENTE,FALHA DO MOTOR EM VOO,AFONSO CLÁUDIO,ES,2015-05-08,2015,11:27:00,INDETERMINADO,INDETERMINADA,1,NÃO,AVIÃO,ROBERTO VENICIO LIMA DANTAS,PISTÃO,MONOMOTOR,4,2010,BRASIL,SUBIDA,SUBSTANCIAL
53261,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,MIRASSOL D'OESTE,MT,2015-05-09,2015,20:00:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,MONOMOTOR,0,2014,BRASIL,CORRIDA APÓS POUSO,SUBSTANCIAL
53262,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,IBATEGUARA,AL,2015-05-20,2015,15:10:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,6,2012,BRASIL,ARREMETIDA NO AR,SUBSTANCIAL
53263,ACIDENTE,POUSO BRUSCO,GOIÂNIA,GO,2015-05-08,2015,11:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,SEM TRAÇÃO,6,1978,BRASIL,POUSO,SUBSTANCIAL
53264,ACIDENTE,FALHA DO MOTOR EM VOO,CABECEIRA GRANDE,MG,2015-05-01,2015,17:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1981,BRASIL,CRUZEIRO,SUBSTANCIAL
53265,ACIDENTE,POUSO LONGO,PACARAIMA,RR,2015-05-05,2015,16:05:00,SIM,FINALIZADA,1,SIM,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1975,BRASIL,POUSO,SUBSTANCIAL
53266,ACIDENTE,PANE SECA,ROCHEDO,MS,2015-05-24,2015,13:53:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,10,1990,BRASIL,CRUZEIRO,SUBSTANCIAL
53267,ACIDENTE,OUTROS,SÃO FÉLIX DO XINGU,PA,2015-05-21,2015,13:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1975,BRASIL,INDETERMINADA,SUBSTANCIAL
53268,ACIDENTE,POUSO LONGO,VIÇOSA,MG,2015-05-29,2015,19:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1986,BRASIL,POUSO,SUBSTANCIAL
53269,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TERRA ROXA,PR,2015-05-05,2015,11:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,MONOMOTOR,1,2013,BRASIL,ESPECIALIZADA,SUBSTANCIAL
53270,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SANTO ANTÔNIO DE GOIÁS,GO,2015-05-20,2015,14:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1981,BRASIL,CRUZEIRO,NENHUM
53271,INCIDENTE GRAVE,COM TREM DE POUSO,UMUARAMA,PR,2015-05-17,2015,17:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1980,BRASIL,CRUZEIRO,SUBSTANCIAL
53272,INCIDENTE GRAVE,PANE SECA,GUARAPARI,ES,2015-05-24,2015,14:48:00,INDETERMINADO,INDETERMINADA,1,NÃO,AVIÃO,JOAO BATISTA COUTINHO JUNIOR,PISTÃO,MONOMOTOR,4,2010,BRASIL,CRUZEIRO,NENHUM
53273,INCIDENTE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,2015-05-12,2015,15:30:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,75,2012,BRASIL,SUBIDA,NENHUM
53274,INCIDENTE,FALHA DO MOTOR EM VOO,SANTOS,SP,2015-05-07,2015,11:30:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,73,1999,BRASIL,DESCIDA,LEVE
53275,INCIDENTE,OUTROS,SÃO LUÍS,MA,2015-05-20,2015,16:20:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,197,2009,BRASIL,DECOLAGEM,LEVE
53276,INCIDENTE,OUTROS,POÇOS DE CALDAS,MG,2015-05-13,2015,14:05:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,6,1983,BRASIL,APROXIMAÇÃO FINAL,NENHUM
53277,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,BELO HORIZONTE,MG,2015-05-19,2015,19:58:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,6,2003,BRASIL,DECOLAGEM,NENHUM
53278,INCIDENTE,ESTOURO DE PNEU,SÃO PAULO,SP,2015-05-20,2015,16:40:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2,2012,BRASIL,TÁXI,NENHUM
53279,INCIDENTE,POUSO SEM TREM,GOVERNADOR VALADARES,MG,2015-05-21,2015,20:46:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1981,BRASIL,POUSO,SUBSTANCIAL
53280,INCIDENTE,ESTOURO DE PNEU,PORTO ALEGRE,RS,2015-05-08,2015,13:44:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1974,BRASIL,CORRIDA APÓS POUSO,LEVE
53281,INCIDENTE,COLISÃO COM AVE,ITUPEVA,SP,2015-05-25,2015,19:14:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,6,2008,BRASIL,SUBIDA,LEVE
53282,INCIDENTE,PERDA DE COMPONENTE NO SOLO,JABOATÃO DOS GUARARAPES,PE,2015-05-15,2015,15:15:00,INDETERMINADO,FINALIZADA,1,NÃO,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,PISTÃO,MONOMOTOR,2,2008,BRASIL,POUSO,LEVE
53283,INCIDENTE,ESTOURO DE PNEU,COARI,AM,2015-05-20,2015,17:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,CORRIDA APÓS POUSO,LEVE
53284,INCIDENTE,ESTOURO DE PNEU,JUAZEIRO DO NORTE,CE,2015-05-16,2015,22:15:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,4,2007,BRASIL,TÁXI,LEVE
53285,INCIDENTE,COM TREM DE POUSO,BELÉM,PA,2015-05-09,2015,12:53:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,6,1981,BRASIL,POUSO,NENHUM
53286,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,2015-05-07,2015,13:40:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,1,2014,BRASIL,MANOBRA,NENHUM
53287,INCIDENTE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,2015-04-30,2015,22:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2011,BRASIL,DECOLAGEM,NENHUM
53288,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA,PR,2015-04-29,2015,20:02:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1985,BRASIL,CIRCUITO DE TRÁFEGO,NENHUM
53289,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,CURITIBA,PR,2015-04-08,2015,17:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,8,2003,BRASIL,CRUZEIRO,LEVE
53290,INCIDENTE,VAZAMENTO DE COMBUSTÍVEL,PORTO VELHO,RO,2015-04-06,2015,20:20:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,52,1986,BRASIL,CRUZEIRO,NENHUM
53306,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,ATALAIA DO NORTE,AM,2015-05-29,2015,23:17:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,6,1998,BRASIL,CRUZEIRO,DESTRUÍDA
53307,ACIDENTE,PERDA DE CONTROLE EM VOO,BELO HORIZONTE,MG,2015-06-07,2015,18:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,8,2008,BRASIL,DECOLAGEM,DESTRUÍDA
53308,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,SÃO LUÍS,MA,2015-06-09,2015,16:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,6,1988,BRASIL,POUSO,LEVE
53309,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ASSIS CHATEAUBRIAND,PR,2015-02-04,2015,19:50:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,MAULE AIRCRAFT,PISTÃO,MONOMOTOR,4,1992,BRASIL,CRUZEIRO,NENHUM
53310,INCIDENTE,ESTOURO DE PNEU,CARAUARI,AM,2015-06-02,2015,20:53:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,POUSO,NENHUM
53311,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,MANAUS,AM,2015-06-01,2015,03:45:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,INDETERMINADO,INDETERMINADO,0,2012,PANAMÁ,CRUZEIRO,NENHUM
53312,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CANOAS,RS,2015-05-29,2015,02:03:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2008,BRASIL,CRUZEIRO,NENHUM
53313,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,LONDRINA,PR,2015-05-25,2015,15:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,0,1979,BRASIL,DECOLAGEM,NENHUM
53314,INCIDENTE,COLISÃO COM AVE,CAMPINAS,SP,2015-05-24,2015,18:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,75,2012,BRASIL,SUBIDA,NENHUM
53315,INCIDENTE,ESTOURO DE PNEU,SÃO PAULO,SP,2015-05-23,2015,15:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,2009,BRASIL,CORRIDA APÓS POUSO,NENHUM
53316,INCIDENTE,COLISÃO COM AVE,SÃO ROQUE,SP,2015-05-21,2015,17:15:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,4,2008,BRASIL,CRUZEIRO,LEVE
53317,INCIDENTE,ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,SP,2015-05-21,2015,11:50:00,INDETERMINADO,FINALIZADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2007,BRASIL,TÁXI,NENHUM
53318,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRASÍLIA,DF,2015-04-20,2015,22:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1980,BRASIL,SUBIDA,NENHUM
53323,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,PATROCÍNIO,MG,2015-06-05,2015,15:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1,1965,BRASIL,VOO A BAIXA ALTURA,SUBSTANCIAL
53324,ACIDENTE,PANE SECA,GOIÂNIA,GO,2015-06-11,2015,17:55:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1961,BRASIL,DECOLAGEM,SUBSTANCIAL
53325,ACIDENTE,PERDA DE CONTROLE NO SOLO,NOVO HAMBURGO,RS,2015-06-13,2015,16:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2,1951,BRASIL,POUSO,SUBSTANCIAL
53326,INCIDENTE GRAVE,COM HÉLICE,GUARATINGUETÁ,SP,2015-06-10,2015,19:15:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1979,BRASIL,PROCEDIMENTO DE APROXIMAÇÃO IFR,LEVE
53327,ACIDENTE,FALHA DO MOTOR EM VOO,PACAEMBU,SP,2015-06-14,2015,18:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,1,1998,BRASIL,CRUZEIRO,SUBSTANCIAL
53328,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BRASÍLIA,DF,2015-06-05,2015,00:35:00,INDETERMINADO,FINALIZADA,1,NÃO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,7,2005,BRASIL,MANOBRA,LEVE
53330,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,2015-06-14,2015,12:27:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,125,2010,BRASIL,APROXIMAÇÃO FINAL,NENHUM
53331,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,OURO PRETO,MG,2015-06-16,2015,19:10:00,INDETERMINADO,ATIVA,1,NÃO,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,5,1998,BRASIL,CRUZEIRO,DESTRUÍDA
53332,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,2015-06-19,2015,09:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,ISRAEL AIRCRAFT,JATO,BIMOTOR,8,1980,BRASIL,TÁXI,SUBSTANCIAL
53333,ACIDENTE,PERDA DE CONTROLE NO SOLO,PIRACICABA,SP,2015-06-17,2015,19:30:00,SIM,FINALIZADA,1,SIM,AVIÃO,AMERICAN CHAMPION,PISTÃO,MONOMOTOR,2,1997,BRASIL,CORRIDA APÓS POUSO,SUBSTANCIAL
53339,ACIDENTE,PERDA DE CONTROLE NO SOLO,RONDONÓPOLIS,MT,2015-06-16,2015,17:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1975,BRASIL,POUSO,SUBSTANCIAL
53340,ACIDENTE,OUTROS,CAUCAIA,CE,2015-06-26,2015,19:38:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,9,2013,BRASIL,PAIRADO,NENHUM
53341,ACIDENTE,PERDA DE CONTROLE EM VOO,SIQUEIRA CAMPOS,PR,2015-06-17,2015,21:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,INDETERMINADO,INDETERMINADO,INDETERMINADO,SEM TRAÇÃO,0,0,BRASIL,INDETERMINADA,SUBSTANCIAL
53342,ACIDENTE,PANE SECA,MAUÁ DA SERRA,PR,2015-04-12,2015,15:30:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,PISTÃO,MONOMOTOR,0,0,BRASIL,CRUZEIRO,SUBSTANCIAL
53343,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CRUZ ALTA,RS,2015-06-21,2015,18:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,TACILLO JACOB FROHLICH,PISTÃO,MONOMOTOR,2,2003,BRASIL,DECOLAGEM,SUBSTANCIAL
53344,INCIDENTE,FALHA DO MOTOR EM VOO,PORTEL,PA,2015-06-11,2015,10:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,11,2000,BRASIL,CRUZEIRO,NENHUM
53345,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,2015-06-25,2015,14:25:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,8,1973,BRASIL,DECOLAGEM,LEVE
53346,INCIDENTE,ESTOURO DE PNEU,SÃO PAULO,SP,2015-06-21,2015,18:20:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,1,2014,BRASIL,CORRIDA APÓS POUSO,NENHUM
